time/steps,time/epochs,time/steps_per_second,time/dataset,time/preprocess,time/train_step,train/env_steps,eval/reward,eval/length,eval/is_success,eval/reward_std,step,train/reward,train/length,train/num_ep,train/q_loss,train/target_q,train/actor_loss,train/entropy,train/alpha_loss,train/alpha
10000,0,343.9107890868633,0.00034499168395996094,0.0008351802825927734,0.029222965240478516,9501.5,-14.606916731850442,50.0,0.0,3.8109859087262676,10000,-13.945469567365398,50.0,190.5,0.25301438570022583,-0.36658670008182526,0.06001178175210953,-0.6724390387535095,0.1663695052266121,0.049992501735687256
15000,0,31.37977892804853,0.0003540515899658203,0.0009248256683349609,0.03455805778503418,14501.5,-10.587544505914456,50.0,0.05,3.3538399467953766,15000,-12.753798839790203,50.0,290.5,0.24932879227399826,-2.7084488935470583,2.735105578184128,2.4399075918197632,0.2094019969701767,0.03250964848138392
20000,0,31.39469099462602,0.0003578662872314453,0.001947164535522461,0.037895917892456055,19501.5,-9.884111242185298,50.0,0.0,1.7461642094177143,20000,-12.445851208083926,50.0,390.5,0.24612309004366398,-2.705033604621887,2.762229398012161,-0.6644279704336077,0.07067260089702904,0.02117353315092623
25000,0,30.756352642207812,0.0004107952117919922,0.0009641647338867188,0.03542304039001465,24501.5,-9.498674941649767,50.0,0.15,2.4149420797846153,25000,-9.650372871709735,50.0,490.5,0.27252267614007,-2.7807074735164643,2.865956238269806,0.16828916990570725,0.05732125218957663,0.01374105811212212
30000,0,29.42589015635703,0.0003979206085205078,0.001177072525024414,0.0394740104675293,29501.5,-13.280005500814264,50.0,0.15,1.7609951631239593,30000,-10.423082630955754,50.0,590.5,0.2731297713071108,-2.6949711441993713,2.788157907962799,-1.114095683351159,0.026196441434323786,0.009059899314306676
35000,0,29.86626763553963,0.0005712509155273438,0.0011777877807617188,0.03537392616271973,34501.5,-9.147022872857075,50.0,0.2,2.1581038613020773,35000,-8.408884465949395,50.0,690.5,0.24644886514544487,-2.534061098575592,2.61818340754509,-3.5177819969654083,0.003717765293928096,0.007721504176966846
40000,0,31.44384726705713,0.00037980079650878906,0.0009369850158691406,0.037464141845703125,39501.5,-8.167646478748665,50.0,0.15,1.490112794949998,40000,-8.507063119374617,50.0,790.5,0.23946503581106662,-2.447343042373657,2.5324934928417204,-3.736428873538971,0.0015327691308775683,0.005807303076144308
45000,0,31.33923825198484,0.00038504600524902344,0.0011668205261230469,0.03736114501953125,44501.5,-9.512164580242533,50.0,0.2,1.9675301980075863,45000,-7.635111376424289,50.0,890.5,0.2262802814990282,-2.391739133358002,2.477273795604706,-4.400325597524643,-0.0025311448200882295,0.006286198319867253
50000,0,31.615781611055418,0.0003478527069091797,0.0009799003601074219,0.03280019760131836,49501.5,-8.908646652640943,50.0,0.0,1.7424199303447907,50000,-8.372294049166603,50.0,990.5,0.23593607656657695,-2.358583925008774,2.454165565729141,-3.936001071214676,0.00042101634064601966,0.006538870584219694
55000,0,31.60124785895214,0.0004000663757324219,0.0009388923645019531,0.03311800956726074,54501.5,-7.0026176953294,50.0,0.35,1.8336145504557368,55000,-7.671321812588284,50.0,1090.5,0.20202227236330508,-2.198794625043869,2.2767378556728364,-3.8760143511295317,0.0008135157384022022,0.006592016107402742
