time/steps,time/epochs,time/steps_per_second,time/dataset,time/preprocess,time/train_step,train/env_steps,eval/reward,eval/length,eval/is_success,eval/reward_std,step,train/reward,train/length,train/num_ep,train/q_loss,train/target_q,train/actor_loss,train/entropy,train/alpha_loss,train/alpha
10000,0,352.6898726061144,0.0003399848937988281,0.0015208721160888672,0.03394508361816406,9501.5,-14.87357131143014,50.0,0.0,4.136849041392264,10000,-16.01598808138246,50.0,190.5,0.2603781744837761,-0.35231246054172516,0.051375437527894974,-0.35652536153793335,0.18214615434408188,0.04997750371694565
15000,0,31.81759235886945,0.00033473968505859375,0.000965118408203125,0.034195899963378906,14501.5,-7.018790183298155,50.0,0.3,1.0837852043729606,15000,-8.728487677485358,50.0,290.5,0.07398062724992632,-1.4647920447587968,1.5123949930667877,0.07009626507479698,0.07118878673389555,0.017461588455364108
20000,0,32.01430546460538,0.0003628730773925781,0.0009829998016357422,0.03304004669189453,19501.5,-6.598017276459778,50.0,0.7,0.8996293643009295,20000,-7.5360427672685715,50.0,390.5,0.0761335424259305,-1.3467965996265412,1.412254070878029,-2.499669750571251,0.011203321812907233,0.007445543255656958
25000,0,31.652340077917373,0.0003712177276611328,0.0009150505065917969,0.033590078353881836,24501.5,-5.634522199855932,50.0,0.35,1.6061953098837756,25000,-7.115160202733579,50.0,490.5,0.08544204054772854,-1.3447690049409866,1.430438913464546,-3.144318277001381,0.005725232775708719,0.006693647134583444
30000,0,31.52294039346316,0.0003390312194824219,0.0009458065032958984,0.03283405303955078,29501.5,-15.864514667566535,50.0,0.0,4.053529658476911,30000,-11.775893169195674,50.0,590.5,0.08261295146495104,-1.1921980851888656,1.268777404308319,-6.599068650722503,-0.014222380378007073,0.005032812134828419
35000,0,31.587875966760695,0.0003771781921386719,0.0009658336639404297,0.033329010009765625,34501.5,-7.706104510849843,50.0,0.05,2.1832616865131818,35000,-5.80684767929114,50.0,690.5,0.07104742247238756,-1.1222453668117522,1.1857057107686997,-3.66096711397171,0.002047758393055119,0.005873048685956747
40000,0,30.016017114845695,0.0003859996795654297,0.0009667873382568359,0.0339810848236084,39501.5,-6.508292564458154,50.0,0.1,1.407332927786066,40000,-11.24914971234372,50.0,790.5,0.11099664898961782,-1.1000870739817619,1.180774701833725,-6.967670116305351,-0.01730361559947778,0.005735138250514865
45000,0,30.740110681735967,0.00040793418884277344,0.0010139942169189453,0.03693795204162598,44501.5,-4.521273494916243,50.0,0.9,1.3731088444005068,45000,-4.67841741434083,50.0,890.5,0.06797827254235744,-1.0596087201833726,1.126792070031166,-3.1877378599643706,0.0035265256042112014,0.004316664849407971
50000,0,30.70474612800146,0.0003991127014160156,0.0019230842590332031,0.03221416473388672,49501.5,-3.972854225912177,50.0,0.8,0.9650279926730534,50000,-4.729630096786845,50.0,990.5,0.06795589886978269,-1.0088898802399635,1.0768873882293701,-4.067020907402038,-0.00023041983364964835,0.003516811311012134
55000,0,31.949140289544417,0.00039505958557128906,0.0009388923645019531,0.03300213813781738,54501.5,-4.3639402921626935,50.0,0.65,1.0285018361239386,55000,-4.411506255081047,50.0,1090.5,0.06600228748098015,-0.9700403929948807,1.0389704221487046,-3.916193846702576,0.00029011359338619515,0.003403692086460069
60000,0,30.924884836562732,0.00035190582275390625,0.0009579658508300781,0.03601717948913574,59501.5,-4.10593457379303,50.0,0.75,1.071488460427721,60000,-4.2711492066653,50.0,1190.5,0.06647399998083711,-0.94058633852005,1.0126239507794381,-4.046697218179703,-0.0001561389923444949,0.0034320941120386124
65000,0,30.060053900206032,0.0003838539123535156,0.0020570755004882812,0.03663468360900879,64501.5,-2.9388116573812533,50.0,1.0,1.0883075708283623,65000,-3.931074827961846,50.0,1290.5,0.06522127814218402,-0.9097700856924057,0.98248095703125,-4.015595340967178,-4.397655676075374e-05,0.0028881538179703057
70000,0,31.00543775558782,0.0003757476806640625,0.0009350776672363281,0.038352012634277344,69501.5,-3.3018625522802934,50.0,1.0,1.0018064169722294,70000,-3.9059988318156416,50.0,1390.5,0.06491479182243347,-0.8793009334802627,0.9519438961148262,-3.9998130021095277,1.7537182211526669e-06,0.0025947481379844247
75000,0,31.18139883206544,0.00040411949157714844,0.002048969268798828,0.03646588325500488,74501.5,-4.476208734759319,50.0,0.7,1.0324793263544798,75000,-3.638499411508554,50.0,1490.5,0.06542209746688604,-0.8641422834396363,0.9400632796883583,-3.904928239583969,0.00023418564121311647,0.0024543147895019503
80000,0,30.669748336173406,0.0004150867462158203,0.0009257793426513672,0.031368255615234375,79501.5,-3.086915029597619,50.0,1.0,0.9373695360432165,80000,-3.568992594523472,50.0,1590.5,0.06466204164177179,-0.8271759102940559,0.9008629416227341,-4.055860142946243,-0.00013292554763756926,0.0024503368886653336
85000,0,31.162790075645646,0.00038886070251464844,0.0010073184967041016,0.03481793403625488,84501.5,-3.563044621422436,50.0,1.0,0.7169281735874766,85000,-3.130532599594949,50.0,1690.5,0.06392717001959682,-0.8109644591212273,0.8860402967333794,-3.914921952009201,0.00019155439089263383,0.0022455553296022116
90000,0,30.450423279936594,0.0003979206085205078,0.0010008811950683594,0.03528428077697754,89501.5,-3.1819761598772347,50.0,0.95,1.0634025517440928,90000,-3.1804899273629195,50.0,1790.5,0.06370446848496794,-0.7882233674526214,0.8624657312035561,-4.007272241592407,-1.4818625586485724e-05,0.0021508368563372643
95000,0,31.01964232314986,0.00037789344787597656,0.0011153221130371094,0.03578495979309082,94501.5,-3.507345587287154,50.0,1.0,0.6730019682750747,95000,-2.966993652603123,50.0,1890.5,0.0637205516807735,-0.7739679821133614,0.8499456994533539,-3.9783218665122986,4.214990600121382e-05,0.001962352300528437
100000,0,30.937519539695465,0.0003619194030761719,0.0009417533874511719,0.03522205352783203,99501.5,-2.7081671049773446,50.0,1.0,0.6802680514172859,100000,-3.2911273564097643,50.0,1990.5,0.06327966930344701,-0.7648739719986916,0.8427577753067017,-3.9792772750854493,4.050462156919821e-05,0.0019577229127753525
105000,0,31.101065962567027,0.00041103363037109375,0.0009038448333740234,0.03592228889465332,104501.5,-2.5787764105901423,50.0,1.0,1.052989825626616,105000,-3.1738333861173755,50.0,2090.5,0.0629020627066493,-0.7463261892199516,0.8233693678975105,-3.988238780736923,2.2862332516524476e-05,0.0019013208739925176
110000,0,30.96318611863142,0.0003578662872314453,0.0009450912475585938,0.0332179069519043,109501.5,-3.031958895307646,50.0,1.0,0.7919383206273948,110000,-2.8930321783217083,50.0,2190.5,0.06336059446632862,-0.7427444536089897,0.8226483523845672,-4.0083041541576385,-1.4575722258086899e-05,0.0018039596213493495
115000,0,25.37125177812727,0.0002923011779785156,0.0029497146606445312,0.03800225257873535,114501.5,-2.8877352818965196,50.0,1.0,0.713930363514961,115000,-3.3252881228833266,50.0,2290.5,0.06321011107042432,-0.7350383583903313,0.8162456672787667,-3.916744406461716,0.00014920997383342183,0.0018305889909388498
120000,0,24.851924167118415,0.00044083595275878906,0.0011970996856689453,0.05008888244628906,119501.5,-2.5275727757926334,50.0,1.0,0.8409241399190713,120000,-2.694166396440427,50.0,2390.5,0.06296430228278041,-0.7225610231161117,0.803814303457737,-3.9871390337944033,2.3063496248141747e-05,0.001770634385291487
125000,0,23.15913476477223,0.0005910396575927734,0.001802682876586914,0.05090808868408203,124501.5,-2.6456245234721196,50.0,1.0,0.8014558186572814,125000,-3.229257498305858,50.0,2490.5,0.062293404925614596,-0.7068598363995552,0.7867570787072181,-3.973039550065994,4.377120910248777e-05,0.0016222963646287099
130000,0,30.150036091879894,0.00039124488830566406,0.0009706020355224609,0.03561115264892578,129501.5,-3.1561813559941174,50.0,1.0,0.8713538058048925,130000,-3.090871149180628,50.0,2590.5,0.06257248719409109,-0.7025719818472862,0.784122320652008,-3.9950458772182467,8.785600721239462e-06,0.0016332960081053899
135000,0,29.374631959527072,0.0004410743713378906,0.0009438991546630859,0.03772282600402832,134501.5,-2.778210797336111,50.0,1.0,0.9004187259565359,135000,-3.088763836927442,50.0,2690.5,0.0626885036751628,-0.6968485001325607,0.7795283752083778,-3.998211282491684,3.337737332913093e-06,0.0015528682842850686
