time/steps,time/epochs,time/steps_per_second,time/dataset,time/preprocess,time/train_step,train/env_steps,eval/success,eval/reward,eval/length,eval/is_success,eval/reward_std,step,train/reward,train/length,train/num_ep,train/q_loss,train/target_q,train/actor_loss,train/entropy,train/alpha_loss,train/alpha
20000,0,13.021862566549693,0.0003688335418701172,0.0016911029815673828,0.0742490291595459,19501.5,0.0,-1.59294402927005,50.0,0.0,0.6495591965522505,20000,-1.377278344810555,50.0,390.5,0.04149334318935871,-0.07879075035452843,0.07945859059691429,-0.4558296799659729,0.3543640077114105,0.09995502233505249
25000,0,7.646040162087876,0.0006477832794189453,0.0016791820526123047,0.1291792392730713,24501.5,0.0,-1.552196357239708,50.0,0.0,0.6275629555474145,25000,-1.4695383346078068,50.0,490.5,0.03389774087257683,0.9143418394923211,-0.9705008093714714,2.669874046564102,0.21558803740143775,0.032313189674168824
30000,0,10.49309443691678,0.0007710456848144531,0.0018129348754882812,0.09523820877075195,29501.5,0.05,-1.4698899535724599,50.0,0.05,0.6341175586187733,30000,-1.551153211514824,50.0,590.5,0.010840487531386316,0.5380434578955173,-0.5457530234754085,2.2999162764549257,0.06708621034398675,0.010646958018653094
35000,0,7.719538250838742,0.00032806396484375,0.0009100437164306641,0.09400296211242676,34501.5,0.0,-1.583158805469471,50.0,0.0,0.7087975316205707,35000,-1.4618190477125366,50.0,690.5,0.001363396497676149,0.032191451577324184,-0.02427678518166067,2.605133656978607,0.022861657746136188,0.0034609287567436693
40000,0,7.839052333618969,0.00042176246643066406,0.0013549327850341797,0.09674406051635742,39501.5,0.0,-1.2851304000345662,50.0,0.0,0.5967029875342152,40000,-1.4661899568271282,50.0,790.5,0.005910319637972862,-0.3814562314748764,0.3916754934191704,-2.4846286764107646,0.0022278185685136124,0.0014827182162553071
45000,0,10.112639404709705,0.00060272216796875,0.0016319751739501953,0.10475707054138184,44501.5,0.0,-1.4172448943775515,50.0,0.0,0.7018316149017365,45000,-1.603626272313831,50.0,890.5,0.015080546001903714,-0.6660668074488639,0.6868041796684266,-5.109843600153923,-0.0030949682421269244,0.0029173962431959808
50000,0,7.614275432491222,0.0006537437438964844,0.0017490386962890625,0.14439105987548828,49501.5,0.05,-1.2009484250171751,50.0,0.05,0.6405381285441267,50000,-1.5866766016543965,50.0,990.5,0.024733443913049998,-0.9504779246449471,0.9741874686479568,-3.072333440423012,0.0024881817748901086,0.002696902369149029
55000,0,7.794703838769692,0.0005321502685546875,0.0017011165618896484,0.1271836757659912,54501.5,0.0,-1.5709012985973607,50.0,0.0,0.6623308111940311,55000,-1.3853814577027275,50.0,1090.5,0.035773668336682024,-1.242976089000702,1.2750697748661042,-3.8183371222019193,0.0006860528087781858,0.003835296087199822
60000,0,7.715569547926369,0.0005738735198974609,0.0016438961029052734,0.1361238956451416,59501.5,0.05,-1.1764691248677037,50.0,0.05,0.7729598322848068,60000,-1.4029888780513422,50.0,1190.5,0.06362640253454446,-1.4020940610170365,1.4254422554969788,-4.058987387180329,-0.0002861388269084273,0.0050490172449499365
65000,0,7.451944760559123,0.0007112026214599609,0.0023088455200195312,0.13686800003051758,64501.5,0.0,-1.3937480476654553,50.0,0.0,0.6558164159842013,65000,-1.3705952375034887,50.0,1290.5,0.072316959656775,-1.5010147448778153,1.5310572708845138,-4.137651616811753,-0.0005164525612381113,0.003850768024334684
70000,0,7.863675586530076,0.0006310939788818359,0.0023691654205322266,0.12756776809692383,69501.5,0.05,-1.631332114546796,50.0,0.05,0.8356467187285802,70000,-1.669079341120081,50.0,1390.5,0.07283951363712549,-1.6053475250005722,1.6383578662872313,-3.667562761068344,0.001122353404862224,0.0035067647336982193
75000,0,7.55647453129558,0.0007908344268798828,0.0019001960754394531,0.11612391471862793,74501.5,0.05,-1.4253805852990638,50.0,0.05,0.6653051678549495,75000,-1.6352596750517638,50.0,1490.5,0.13283310712873936,-1.730023981332779,1.7729199990034104,-4.58544298505783,-0.005153496947386884,0.008997270736843348
80000,0,7.988124222852223,0.0006611347198486328,0.0013349056243896484,0.11602926254272461,79501.5,0.1,-1.4464063441976927,50.0,0.1,0.7490397636361964,80000,-1.2094987714598173,50.0,1590.5,0.19779295444488526,-1.8915199278593062,1.9286367514133453,-4.013578448772431,-0.00012840796714590398,0.010080521922558545
85000,0,7.751740632635282,0.0006620883941650391,0.0014340877532958984,0.13792896270751953,84501.5,0.0,-1.4168540271273413,50.0,0.0,0.8053224188805919,85000,-1.6028288291837005,50.0,1690.5,0.22297569228708744,-1.9413089847564697,1.9800159298181534,-3.858812204360962,0.0012559215173241682,0.008682044649496675
90000,0,15.92674029973092,0.00039124488830566406,0.0008740425109863281,0.05710101127624512,89501.5,0.0,-1.2528369034216895,50.0,0.0,0.5937923732231423,90000,-1.417941279899297,50.0,1790.5,0.2364122660756111,-1.97091439640522,2.0062039767503737,-3.936723000049591,0.0004324894176752423,0.006820379836019129
95000,0,14.358897934015609,0.0004680156707763672,0.0008413791656494141,0.06464362144470215,94501.5,0.0,-1.3745867973654557,50.0,0.0,0.6659767377733061,95000,-1.769221249997194,50.0,1890.5,0.2609318070411682,-1.986903242468834,2.0267999280691145,-4.0911426682472225,-0.0005472067469381727,0.006190821823198348
100000,0,14.344400705819218,0.00037980079650878906,0.0008418560028076172,0.07308745384216309,99501.5,0.0,-1.8515779432507802,50.0,0.0,0.5583126001051998,100000,-1.4749016029396083,50.0,1990.5,0.25891580122709273,-2.0012846974134444,2.039224729180336,-3.9998520040512084,5.923105389229022e-06,0.005290371532551944
105000,0,14.413598726529543,0.00041604042053222656,0.0008769035339355469,0.07044792175292969,104501.5,0.05,-1.4534009146287226,50.0,0.05,0.7708711183399618,105000,-1.4712301051537453,50.0,2090.5,0.2568922299295664,-2.015491727113724,2.05681025993824,-3.9017113082408903,0.0004638870543858502,0.0046279583717696365
110000,0,14.410337294025576,0.00048804283142089844,0.000885009765625,0.06659603118896484,109501.5,0.0,-1.5571212775615102,50.0,0.0,0.7142004889909773,110000,-1.31457743287537,50.0,2190.5,0.2373224287778139,-2.0223977390527725,2.0592237956523896,-4.084440219402313,-0.0004259295056763221,0.00485416684160009
115000,0,14.160303927104339,0.00042128562927246094,0.0008347034454345703,0.06505012512207031,114501.5,0.0,-1.6241419585117545,50.0,0.0,0.6474676462386827,115000,-1.3856197976213767,50.0,2290.5,0.21918356789648533,-2.024801247835159,2.063501943707466,-3.9918370578289033,4.4167587722768076e-05,0.005220743108075112
120000,0,14.37098510365538,0.0004611015319824219,0.0014259815216064453,0.07177019119262695,119501.5,0.0,-1.4890788121786331,50.0,0.0,0.839908722460146,120000,-1.2517977045237054,50.0,2390.5,0.22665913836658,-2.022071506381035,2.061849298238754,-4.001912727594376,-7.587558895465918e-06,0.00609084645844996
