time/steps,time/epochs,time/steps_per_second,time/dataset,time/preprocess,time/train_step,train/outer_loss,train/pre_adapt_support_accuracy,train/post_adapt_support_accuracy,train/post_adapt_query_accuracy,train/gripper_goal_distance,valid/outer_loss,valid/pre_adapt_support_accuracy,valid/post_adapt_support_accuracy,valid/post_adapt_query_accuracy,valid/gripper_goal_distance,step
0,0,235.2021784625599,0.0174410343170166,0.009221076965332031,0.3985018730163574,2.1011712551116943,0.4739583432674408,0.5000000074505806,0.5,1.7051473,2.1094216823577883,0.45703125,0.47968749776482583,0.4692708343267441,1.5883795,0
1000,41,3.2355076425883764,0.0021796226501464844,0.004198431968688965,0.30172955989837646,1.8500904631614685,0.4664062504470348,0.7842968739569187,0.6955989582836628,1.6036671,1.8040533781051635,0.4666666679084301,0.7833333298563957,0.7067708313465119,1.6352699,1000
2000,83,2.6305406348211062,0.0022399425506591797,0.008394002914428711,0.3781691789627075,1.7656817030906677,0.46671875096857546,0.7838020832836627,0.711093749627471,1.6005856,1.7117390275001525,0.4575520843267441,0.8041666656732559,0.7252604186534881,1.550518,2000
3000,125,2.52107561727179,0.002332448959350586,0.0059850215911865234,0.3210550546646118,1.7192320466041564,0.4687760426104069,0.7966666673123837,0.7157291670143604,1.6329949,1.6617023706436158,0.46406250074505806,0.8174479201436042,0.7354166656732559,1.6183414,3000
4000,166,2.284130686764137,0.0027539730072021484,0.006823539733886719,0.40460145473480225,1.6961623907089234,0.47026041835546495,0.802604166418314,0.7209114581346512,1.619083,1.6475668549537659,0.462760416418314,0.8020833328366279,0.7442708261311054,1.6211685,4000
5000,208,2.7096473885330634,0.0030241012573242188,0.007732987403869629,0.36185789108276367,1.6974841105937957,0.4701822930574417,0.8074479170143605,0.7183333326876163,1.6230985,1.697581708431244,0.46874999925494193,0.8054687529802322,0.7315104171633721,1.6322191,5000
6000,250,2.7563965698743234,0.0024183988571166992,0.007245063781738281,0.3453119993209839,1.6963339507579804,0.4719270847737789,0.8111979182064534,0.7247916667163372,1.6095014,1.6110114455223083,0.46328124925494196,0.8281249955296517,0.7421875014901161,1.565107,6000
7000,291,2.5159147969767925,0.003067493438720703,0.007309913635253906,0.38221168518066406,1.689666131734848,0.46656250067055227,0.8144531247019767,0.7165364588052034,1.5908514,1.6261720657348633,0.45963541567325594,0.8153645843267441,0.7398437470197677,1.6362311,7000
8000,333,2.3695143321104006,0.003598928451538086,0.006321430206298828,0.43699967861175537,1.6809812569618225,0.4679166682809591,0.8131510424613952,0.7221093755215406,1.624697,1.6045278429985046,0.463802083581686,0.8153645798563958,0.7356770828366279,1.6775109,8000
9000,375,3.019696548252481,0.002254962921142578,0.006214618682861328,0.3423299789428711,1.677655771970749,0.4688802088052034,0.8130468744039535,0.7293229149281979,1.6083684,1.6754266977310182,0.4565104179084301,0.8096354186534882,0.728125,1.6164529,9000
10000,416,2.473422264837537,0.003954887390136719,0.007890105247497559,0.39497292041778564,1.6769714677333831,0.4689583332836628,0.8170052072405816,0.7211718749254942,1.6079024,1.6375022530555725,0.4651041656732559,0.798697917163372,0.7466145858168602,1.6438568,10000
11000,458,2.5829370771620788,0.0024689435958862305,0.006742954254150391,0.4159430265426636,1.6696997272968293,0.4696614594757557,0.8087760411202908,0.729218749627471,1.5940251,1.670966899394989,0.4713541679084301,0.8109375044703484,0.7276041656732559,1.5794404,11000
12000,500,2.2922025021233035,0.002650022506713867,0.0069359540939331055,0.3807804584503174,1.6896885120868683,0.4664062510430813,0.8141145840287208,0.7264583349972963,1.6191257,1.5708051681518556,0.45312499925494193,0.8145833298563957,0.7567708313465118,1.6840334,12000
13000,541,2.510102204683687,0.002442002296447754,0.004691123962402344,0.404843807220459,1.6662793803215026,0.466848958581686,0.8174218754470348,0.7263281247019768,1.6071293,1.667241632938385,0.46614583432674406,0.8226562514901161,0.7380208306014537,1.5913128,13000
14000,583,2.752558376307768,0.002902388572692871,0.006857872009277344,0.3424696922302246,1.6662932133674622,0.4694531264156103,0.8146093748509884,0.7274479180574417,1.6047229,1.6007203936576844,0.46614583432674406,0.8244791641831398,0.7455729156732559,1.6070354,14000
15000,625,2.797660994087518,0.0028766393661499023,0.005541801452636719,0.354634165763855,1.6624406886100769,0.46906250044703485,0.8178906244039535,0.7274218741059303,1.6403012,1.6912982225418092,0.466927083581686,0.8255208313465119,0.7151041641831398,1.6265898,15000
16000,666,2.64115801082523,0.003527998924255371,0.005445599555969238,0.37570691108703613,1.6740180301666259,0.47010416753590106,0.8152083352208137,0.7255208344012499,1.6063771,1.6196804285049438,0.4546875,0.8096354216337204,0.7343749970197677,1.6109724,16000
17000,708,2.600980718183031,0.0032715797424316406,0.004485368728637695,0.37495601177215576,1.6577101409435273,0.4700000001490116,0.8123437504470349,0.7277604169398546,1.6127326,1.6045674681663513,0.4692708343267441,0.8083333373069763,0.7359375,1.6393868,17000
18000,750,2.6362826834268627,0.002556443214416504,0.007602572441101074,0.36577796936035156,1.6829172003269195,0.46645833499729633,0.8184114593267441,0.7239843755215406,1.614618,1.642002820968628,0.46666666865348816,0.8153645843267441,0.7335937529802322,1.5800416,18000
19000,791,2.8045525300352225,0.0023894309997558594,0.005321621894836426,0.3382878303527832,1.670880664587021,0.469895833209157,0.8138281251490116,0.7246093761175871,1.5978879,1.5736412763595582,0.47526041567325594,0.8098958358168602,0.7450520813465118,1.6553891,19000
20000,833,2.921171533880198,0.002998948097229004,0.0038965940475463867,0.33414947986602783,1.6518618500232696,0.4709114580601454,0.8139062488079071,0.7259374992549419,1.5947806,1.6412818908691407,0.4658854179084301,0.8059895858168602,0.7294270858168602,1.6142569,20000
21000,875,2.672430917251989,0.002488374710083008,0.008436441421508789,0.36929261684417725,1.662827798128128,0.4676562506705523,0.8128906252980233,0.7253906251490116,1.6160104,1.6797099828720092,0.458072916418314,0.8208333313465118,0.7255208313465118,1.6330671,21000
22000,916,2.781455168845037,0.0030690431594848633,0.006600379943847656,0.3451881408691406,1.67303826212883,0.4701302086561918,0.8112760418653489,0.722994789481163,1.6029158,1.5816172122955323,0.45963541567325594,0.8124999970197677,0.7505208358168602,1.6295723,22000
23000,958,2.7439485567215947,0.0040215253829956055,0.007196307182312012,0.38233959674835205,1.6655585527420045,0.4677083338797092,0.8151302096247673,0.7294531250745058,1.6018982,1.7024531841278077,0.45364583358168603,0.815625,0.7257812514901161,1.4961399,23000
24000,1000,2.534527028780659,0.0026317834854125977,0.007142066955566406,0.4214845895767212,1.686336064338684,0.4703906264156103,0.8157552088797092,0.7228125009685755,1.5873729,1.5940330147743225,0.459375,0.8062500014901162,0.7489583298563958,1.6286621,24000
