time/steps,time/epochs,time/steps_per_second,time/dataset,time/preprocess,time/train_step,train/env_steps,eval/reward,eval/length,eval/is_success,eval/reward_std,step,train/reward,train/length,train/num_ep,train/q_loss,train/target_q,train/actor_loss,train/entropy,train/alpha_loss,train/alpha
10000,0,344.2967849739219,0.0003459453582763672,0.0016849040985107422,0.03745532035827637,9501.5,-14.714561385144327,50.0,0.05,3.980402487490932,10000,-16.301637276681628,50.0,190.5,0.2641909271478653,-0.35732515156269073,0.06059722229838371,-0.5577048063278198,0.17209722846746445,0.049984993413090706
15000,0,30.86802824742398,0.00037097930908203125,0.0067882537841796875,0.042860984802246094,14501.5,-9.247410692790064,50.0,0.05,2.3869771798283943,15000,-10.809548631100075,50.0,290.5,0.16677898225933313,-2.2144109461307524,2.258757150888443,1.3551682537794114,0.12348144390434027,0.023032962277531623
20000,0,33.52569591910268,0.0002899169921875,0.000926971435546875,0.03078007698059082,19501.5,-7.894890504051126,50.0,0.15,3.1228898246657124,20000,-10.415431120464605,50.0,390.5,0.17366715095192195,-2.163261879682541,2.2330641367435455,-1.5521100511550903,0.028970336901023984,0.011806150002405048
25000,0,32.419771133314285,0.0003170967102050781,0.0009367465972900391,0.030673980712890625,24501.5,-7.268795902833733,50.0,0.15,2.442207380519076,25000,-8.428538417351072,50.0,490.5,0.16382284514606,-2.058058742761612,2.137732104539871,-3.1185573420524597,0.005471956525150745,0.00618829670548439
30000,0,30.097271579413867,0.0003750324249267578,0.0009818077087402344,0.037275075912475586,29501.5,-7.162460844721366,50.0,0.25,1.513661270447994,30000,-7.54491967903904,50.0,590.5,0.17701038132607938,-2.0474024230241774,2.1321723511219024,-3.9491300399303437,0.00038006469135871154,0.007459881354123354
35000,0,31.723762779725977,0.00033926963806152344,0.0010619163513183594,0.042932987213134766,34501.5,-6.423387560368073,50.0,0.3,1.9351616959571196,35000,-6.592181478100935,50.0,690.5,0.16361665634810924,-1.925551082611084,2.0100670175552366,-3.5985953142642977,0.0026636668245409965,0.006640136940870434
40000,0,30.624491810104704,0.00034308433532714844,0.0009849071502685547,0.0334019660949707,39501.5,-5.393036240557942,50.0,0.45,1.8833468600537862,40000,-6.857868212264488,50.0,790.5,0.14919616577774286,-1.8062747501134873,1.8867267421483993,-3.940227463245392,0.0003495873353604111,0.00582356670871377
45000,0,31.41617899842084,0.0004260540008544922,0.0010101795196533203,0.032073020935058594,44501.5,-12.663457514857663,50.0,0.0,1.5063524721437727,45000,-10.254754751573584,50.0,890.5,0.18317360904812813,-1.7534810985326768,1.838681254863739,-5.151656566381455,-0.010185953908105148,0.008463492766022682
50000,0,31.535856632537026,0.0004527568817138672,0.0010151863098144531,0.033045053482055664,49501.5,-5.564852362757808,50.0,0.15,1.265785504822623,50000,-6.733362472658328,50.0,990.5,0.15179795610159635,-1.7369180661439896,1.8189302148818969,-3.4267041306495667,0.0051524058946815785,0.008896362878382205
55000,0,31.60339418457112,0.00039696693420410156,0.0009329319000244141,0.03131413459777832,54501.5,-9.607127365787054,50.0,0.1,2.4925551879934993,55000,-9.962934748674215,50.0,1090.5,0.16108840334415436,-1.7869584587812424,1.8806909999847412,-4.305570684015751,-0.002381887028925121,0.007647966550663113
