time/steps,time/epochs,time/steps_per_second,time/dataset,time/preprocess,time/train_step,train/env_steps,eval/reward,eval/length,eval/is_success,eval/reward_std,step,train/reward,train/length,train/num_ep,train/q_loss,train/target_q,train/actor_loss,train/entropy,train/alpha_loss,train/alpha
215000,0,31.817345926870043,0.00038123130798339844,0.0009567737579345703,0.035774946212768555,214501.5,-3.0045432143406385,50.0,1.0,0.8943272028557212,215000,-3.15885481375828,50.0,4290.5,0.10926031958311797,-1.0651325443983077,1.1448425549268721,-3.8781041028499605,0.0002897124796763819,0.0023550597531720994
220000,0,31.097720997352777,0.0004277229309082031,0.001024007797241211,0.03320813179016113,219501.5,-3.389700400154335,50.0,1.0,0.5988838388309697,220000,-3.3049460731129088,50.0,4390.5,0.10958408938348294,-1.0539689979553222,1.1338755265474318,-4.058041802167892,-0.00013116898235421103,0.002269155800808221
225000,0,30.58412814401318,0.0003609657287597656,0.0009620189666748047,0.034789085388183594,224501.5,-3.1778402611172236,50.0,1.0,0.5988641357774388,225000,-2.9172674551032496,50.0,4490.5,0.10945406787842513,-1.0482365527749062,1.128743596315384,-3.9187893016338347,0.0001880521150687855,0.002314279398182407
230000,0,30.532437136583233,0.0005109310150146484,0.0009558200836181641,0.034301042556762695,229501.5,-3.299124848686662,50.0,1.0,0.7602701683288838,230000,-3.564905154251101,50.0,4590.5,0.10985089644044638,-1.0506907573938369,1.1327013176679612,-3.8997524518966675,0.00023514664502181402,0.002330189916305244
235000,0,31.635417453912105,0.00036978721618652344,0.0009882450103759766,0.03437399864196777,234501.5,-2.898395659803486,50.0,1.0,0.6702050998673653,235000,-3.2367347038694176,50.0,4690.5,0.11014284981042147,-1.038618207871914,1.1203760924339294,-4.027019393920899,-6.30642988580803e-05,0.0023742682128213345
240000,0,31.59600399331286,0.0003819465637207031,0.0016100406646728516,0.0409700870513916,239501.5,-3.567658624583295,50.0,0.95,1.0332488461354887,240000,-3.2476181554447443,50.0,4790.5,0.10914306413382292,-1.0317576488256455,1.114208852291107,-4.066245467662811,-0.00015077718105931126,0.002271042299689725
245000,0,31.379818369208788,0.0003681182861328125,0.0010099411010742188,0.033106088638305664,244501.5,-2.997563803641583,50.0,1.0,0.875843239920908,245000,-3.428016695773549,50.0,4890.5,0.10932836361974478,-1.0259841606616973,1.1086052013635634,-3.992531044960022,1.6899352271138924e-05,0.0021517781536094845
250000,0,30.70998971297232,0.00046634674072265625,0.0010018348693847656,0.03543996810913086,249501.5,-2.843134586195629,50.0,1.0,0.7957416366600002,250000,-3.028126312903653,50.0,4990.5,0.10929330561310052,-1.023486090540886,1.1069341342449188,-3.977720320224762,5.076058019403718e-05,0.0022402969293762
255000,0,30.87115969888949,0.0004100799560546875,0.001928091049194336,0.03424191474914551,254501.5,-3.0464730414677446,50.0,1.0,0.9587278112732275,255000,-3.416541471982787,50.0,5090.5,0.10939049354195594,-1.0236742419600486,1.1084970920085906,-3.9352745671272276,0.00014789203976033606,0.0022922784620895984
260000,0,31.165232244808593,0.0004076957702636719,0.0009951591491699219,0.039788007736206055,259501.5,-2.930973996574323,50.0,1.0,0.8700059479054677,260000,-2.9807125532025247,50.0,5190.5,0.10738037912547588,-1.0151434477567673,1.0997483806610107,-3.9026748628616335,0.0002020666462558438,0.0020791844862978904
265000,0,30.79208987549298,0.0003991127014160156,0.001010894775390625,0.03326106071472168,264501.5,-3.1326745524106836,50.0,1.0,0.7884403805013865,265000,-3.3894080590761733,50.0,5290.5,0.10752590020000935,-1.0063429566025734,1.090390662908554,-3.9639434742927553,7.311213650609716e-05,0.002010112238349393
270000,0,31.18139883206544,0.0004038810729980469,0.0010209083557128906,0.042179107666015625,269501.5,-2.6117861027381553,50.0,1.0,0.766871811489562,270000,-3.0006944384170824,50.0,5390.5,0.10775945387780667,-1.0048226442933084,1.0900249680280685,-3.9634473578929903,7.288392458031013e-05,0.0020506104064406828
275000,0,30.718125264415626,0.0004451274871826172,0.0009508132934570312,0.034684181213378906,274501.5,-3.058302701414015,50.0,1.0,0.798402419103022,275000,-2.8957383404977173,50.0,5490.5,0.10566708500683307,-0.9910576775074005,1.0750409216880799,-4.01108093380928,-2.1858764857825007e-05,0.001973358015296981
280000,0,31.143068318670114,0.0003871917724609375,0.000982046127319336,0.034758806228637695,279501.5,-2.7267407101957652,50.0,1.0,0.9022085406154854,280000,-3.3499503823022776,50.0,5590.5,0.10583742325007915,-0.9868847553133965,1.0708914897441864,-4.027091371774674,-5.2781874255742875e-05,0.0019426664902130143
285000,0,30.770225557063394,0.0004200935363769531,0.0009429454803466797,0.03964400291442871,284501.5,-2.7666399933654566,50.0,1.0,0.5920070557412281,285000,-3.1023400411674324,50.0,5690.5,0.10753424835205078,-0.9929767875671387,1.0791696515083313,-3.981107257127762,3.6974393160562614e-05,0.0019758315017679704
290000,0,31.09669431622766,0.0003809928894042969,0.000990152359008789,0.03707075119018555,289501.5,-2.951857733543773,50.0,1.0,0.7259770568700347,290000,-2.8161819579970566,50.0,5790.5,0.1074775203987956,-0.9953523301482201,1.082782617688179,-3.952059045791626,8.917281134745281e-05,0.001832032198086381
295000,0,31.343665481363153,0.00042700767517089844,0.0009851455688476562,0.03805184364318848,294501.5,-3.0469501126120333,50.0,1.0,0.9508546578073686,295000,-3.3181724743273007,50.0,5890.5,0.10647899839282036,-0.9818309517502785,1.068135120868683,-3.9149072983264923,0.00016213537969451863,0.001856779466033913
300000,0,30.780999434019986,0.0003819465637207031,0.0009431838989257812,0.03425884246826172,299501.5,-2.9345604316752745,50.0,1.0,0.5263005699438528,300000,-2.846105095015762,50.0,5990.5,0.10642447539418935,-0.9747805271148682,1.0607088247537613,-4.0327908644676205,-5.86419952869619e-05,0.0017857703192858026
305000,0,30.849801065200108,0.0004222393035888672,0.0009808540344238281,0.03986215591430664,304501.5,-2.891708641198121,50.0,1.0,0.9658774847669431,305000,-3.1836541210393685,50.0,6090.5,0.10617229191958905,-0.9746225424408913,1.0616414389014244,-4.000714085817337,-5.945093198533869e-07,0.0017712517762556671
310000,0,30.67212392968335,0.0006208419799804688,0.004461050033569336,0.03693199157714844,309501.5,-3.2898978804627768,50.0,1.0,0.7691526661317211,310000,-3.15435622449977,50.0,6190.5,0.10531411328911781,-0.9703342799544334,1.0573002367019653,-4.088020645856857,-0.0001532450757604238,0.0017504391834372655
315000,0,30.93812450336808,0.00041794776916503906,0.0009789466857910156,0.03838014602661133,314501.5,-2.846057206027012,50.0,1.0,0.7571168911713553,315000,-3.0138029930664496,50.0,6290.5,0.10490128772705794,-0.9633945921063423,1.0499062945246695,-4.039301408767701,-6.992679752693221e-05,0.0018022097852081061
320000,0,30.356077982253115,0.000514984130859375,0.0019059181213378906,0.03705906867980957,319501.5,-2.764601317896919,50.0,1.0,0.7236434702016906,320000,-2.968664153690824,50.0,6390.5,0.10419377487897873,-0.9660115422606468,1.0530498111248017,-3.929292838573456,0.0001193101649550954,0.001677591805695556
325000,0,31.303046057451795,0.0004448890686035156,0.0009851455688476562,0.03675103187561035,324501.5,-3.911533673017641,50.0,1.0,0.7100266546416469,325000,-2.951929026507389,50.0,6490.5,0.10644034504890441,-0.9733642381429672,1.0627008002996445,-3.997849927186966,4.294216436392162e-06,0.0017922106882324442
330000,0,31.15305067794271,0.0004107952117919922,0.0009591579437255859,0.03987288475036621,329501.5,-3.0620846391100676,50.0,1.0,0.7724302544159106,330000,-3.143807458782004,50.0,6590.5,0.10701575761288404,-0.9693921557068825,1.0590102466344833,-4.054940395355224,-0.00010101362611385411,0.0018202328773913904
335000,0,31.07900330977028,0.0003917217254638672,0.0009891986846923828,0.06501889228820801,334501.5,-2.9649859029931944,50.0,1.0,0.9634050612455144,335000,-3.106533139248075,50.0,6690.5,0.10680835688859225,-0.963710602760315,1.053318111717701,-4.0609903733730315,-0.0001282321118123946,0.0021241964823566378
340000,0,30.804370583943612,0.000408172607421875,0.0009489059448242188,0.034519195556640625,339501.5,-2.9993722807645264,50.0,1.0,0.8761416942317477,340000,-3.770222787583618,50.0,6790.5,0.10746676596999169,-0.9601454917788506,1.050447447180748,-4.0107457501888275,-2.213948809003341e-05,0.002230886813951656
345000,0,30.85024648693089,0.0004210472106933594,0.001116037368774414,0.04005098342895508,344501.5,-2.7718620543176877,50.0,1.0,0.6556879318517208,345000,-3.2030964871727137,50.0,6890.5,0.10698195799440145,-0.9663668999671936,1.0573072913885118,-4.049630064964294,-0.00010079339043477375,0.0020076940981671215
350000,0,31.051371273606726,0.0003781318664550781,0.0009281635284423828,0.03422689437866211,349501.5,-2.9227047826294417,50.0,1.0,0.8283930782862622,350000,-3.0022245728001993,50.0,6990.5,0.10531818493455648,-0.9545513381958007,1.0448395630121232,-4.059915107488632,-0.00011334033947969146,0.001936156184412539
355000,0,31.441636763856785,0.0004279613494873047,0.0009808540344238281,0.034902095794677734,354501.5,-3.0713247805428177,50.0,1.0,0.818073462710523,355000,-3.38741729681571,50.0,7090.5,0.10511878813803197,-0.9539070903062821,1.044632570207119,-3.867987090587616,0.00023578415034171486,0.0017909262562170625
360000,0,30.868855408691097,0.000453948974609375,0.0009059906005859375,0.03875398635864258,359501.5,-3.0987619852276294,50.0,1.0,0.8220384291526449,360000,-3.0749534725863064,50.0,7190.5,0.10269873676449061,-0.9397706855535507,1.0287739657759667,-4.0146609091758725,-2.3625935647942243e-05,0.0016305301090469584
365000,0,30.93890133789026,0.0003867149353027344,0.0009300708770751953,0.03488421440124512,364501.5,-2.6518250117723,50.0,1.0,0.7909107076121713,365000,-2.9828198082471356,50.0,7290.5,0.10361468062549829,-0.9430958773493767,1.033235633254051,-3.9859792053699494,2.332395666053344e-05,0.0016445120479911565
370000,0,30.90253856416597,0.0003879070281982422,0.0008342266082763672,0.02962183952331543,369501.5,-3.17601045682174,50.0,1.0,0.7266712739294054,370000,-3.2403292980528255,50.0,7390.5,0.10234112104028463,-0.9333606327176094,1.0224344308376312,-3.9724187259674073,4.574979012431868e-05,0.0016395863557700067
375000,0,30.64855452302355,0.0006382465362548828,0.001968860626220703,0.034905195236206055,374501.5,-2.9526904589790415,50.0,1.0,0.9613226450536985,375000,-3.0444426096426027,50.0,7490.5,0.10362691592425108,-0.936121566414833,1.026323604106903,-3.9641196122169493,6.087975961418124e-05,0.001680872874101624
380000,0,30.837046769071964,0.0004019737243652344,0.0009701251983642578,0.034655094146728516,379501.5,-2.679934862882427,50.0,1.0,0.8123554310330042,380000,-3.238864519453101,50.0,7590.5,0.10259964613616467,-0.927666672706604,1.0167506720423698,-4.082518578767776,-0.00012989167930754775,0.0015862935753539204
385000,0,30.85995411102786,0.00037097930908203125,0.0011949539184570312,0.03470587730407715,384501.5,-3.2416038513416288,50.0,1.0,0.8031116313073732,385000,-3.0546592211853083,50.0,7690.5,0.10266695130616427,-0.930793685555458,1.021093157529831,-3.989568671941757,1.6885180863027925e-05,0.0015694472829345613
390000,0,30.869512898348116,0.0004019737243652344,0.0009708404541015625,0.034426212310791016,389501.5,-3.2853047313969577,50.0,1.0,0.8633049752313208,390000,-2.8238284181932825,50.0,7790.5,0.1042591947093606,-0.9319547883272171,1.023195787191391,-3.941077415704727,9.411991458364354e-05,0.0015827692217426374
395000,0,31.02164589618216,0.00038313865661621094,0.000949859619140625,0.03948020935058594,394501.5,-2.597854724433938,50.0,1.0,0.9632508351369347,395000,-2.87866566885788,50.0,7890.5,0.10330048161000013,-0.9276817193627358,1.0185495291352271,-4.002161272525788,-2.9292235158209224e-06,0.0015458546972367912
400000,0,30.673212268196725,0.0003762245178222656,0.0009436607360839844,0.03456425666809082,399501.5,-2.8588274375914993,50.0,1.0,0.8882245286211318,400000,-2.8383426893855557,50.0,7990.5,0.10133169198781251,-0.9175052329301834,1.0073319827318192,-4.021981117248536,-3.4013682263321246e-05,0.0015579296357464045
405000,0,30.829582078558975,0.0003819465637207031,0.000965118408203125,0.03324699401855469,404501.5,-2.984851684911386,50.0,1.0,0.6715730383249783,405000,-2.986458781232229,50.0,8090.5,0.10055526307225228,-0.912491120994091,1.0024125529527663,-3.915863413095474,0.00012930367142507747,0.0015087502932874487
410000,0,31.315526901063194,0.0003440380096435547,0.0008778572082519531,0.035314083099365234,409501.5,-3.5047059105046756,50.0,1.0,0.7326627734605496,410000,-3.204110962150989,50.0,8190.5,0.10336073675751686,-0.9179408739805222,1.0091066703796387,-3.9842361731529237,2.3300400831431035e-05,0.0014687544112093746
415000,0,30.915428226440852,0.0004298686981201172,0.0009970664978027344,0.03517293930053711,414501.5,-3.1014710970452297,50.0,1.0,0.687769207255396,415000,-2.8529707918014853,50.0,8290.5,0.10184089761227369,-0.9150268839597702,1.0062399700880051,-3.943188159704208,8.769199112066418e-05,0.0015288228732533752
420000,0,30.989477108726142,0.0004782676696777344,0.0016238689422607422,0.03613090515136719,419501.5,-3.046397694766907,50.0,1.0,0.7749280694628583,420000,-2.7059732716359437,50.0,8390.5,0.10022798307985067,-0.909948764026165,1.0003717426061631,-3.9590038981437683,6.214746079422184e-05,0.0014769006617134438
425000,0,31.372282447718746,0.0003688335418701172,0.0010039806365966797,0.03456711769104004,424501.5,-2.4985205542928335,50.0,1.0,0.8873767108027703,425000,-3.0290668642944922,50.0,8490.5,0.10003463611751795,-0.9037315905094147,0.9938058443069459,-4.033668945074082,-4.891692838828021e-05,0.001463870934676379
430000,0,31.101220476484805,0.0004169940948486328,0.0011601448059082031,0.03406190872192383,429501.5,-2.5819553347602016,50.0,1.0,0.8198872923694511,430000,-2.947056362461964,50.0,8590.5,0.1014315010085702,-0.9003812415599823,0.9908296600580215,-3.979807826757431,3.0220461478165816e-05,0.0014772251992253586
435000,0,30.757265851728107,0.0003876686096191406,0.0009682178497314453,0.0337069034576416,434501.5,-3.029533591204412,50.0,1.0,0.9157546855643305,435000,-2.9159220005389064,50.0,8690.5,0.10107169149816037,-0.9016481736898422,0.9930079645514488,-4.002648858070374,-3.6458067279454555e-06,0.001476885600714013
440000,0,30.781238432186345,0.00047898292541503906,0.0014050006866455078,0.03499293327331543,439501.5,-2.646627730574452,50.0,1.0,0.8581308752548568,440000,-2.766434742089138,50.0,8790.5,0.10155739556998014,-0.9023356449604034,0.9938295103311539,-4.02631276011467,-3.892589131010027e-05,0.0014929854648653418
445000,0,30.918478363830744,0.0003921985626220703,0.0013077259063720703,0.03428792953491211,444501.5,-2.978346250409719,50.0,1.0,0.7296994755996332,445000,-2.8770740117549325,50.0,8890.5,0.10040906598418951,-0.8998764308691025,0.9913066433668136,-4.024538087129593,-3.5238154786384255e-05,0.0014848343185149134
450000,0,30.925033044586176,0.00039196014404296875,0.0009558200836181641,0.03555130958557129,449501.5,-2.9408653614210105,50.0,1.0,0.7133465698699566,450000,-2.7900432816261813,50.0,8990.5,0.0990594043508172,-0.8902126785516739,0.9801084316968918,-4.021942001104355,-3.0532832836797754e-05,0.0014043157063424586
455000,0,31.038539375668254,0.0003819465637207031,0.0018150806427001953,0.03468489646911621,454501.5,-2.8730013679091795,50.0,1.0,1.0327709576140502,455000,-3.2597811637556604,50.0,9090.5,0.10064813782274723,-0.898859592795372,0.9911639773249626,-3.9673446242809294,4.9038924400520045e-05,0.0014990162389585749
